vendor,mensagem,destino,spam,total
centigen,"Cleusa,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,107
zootude,"Cliente Oi, Ganhe um super desconto no pagamento do seu debito e tambem no seu plano de internet, ligue: 4007 2494",OI,FALSE,1741
mailserr,"CLIENTE PRE PAGO TIM:MUDE P/O PLANO CONTROLE.4GB DE INTERNET E FALE ILIMITADO P/ QUALQUER OPERADORA POR 44,99 RESPONDA OK OU CLIQUE NO LINK www.smsg.tk/b53fauyv",TIM,FALSE,9458
centigen,"Clovis,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,102
olium,"Continue na Vivo com descontos exclusivos para sua empresa. Mude para plano ILIMITADO por R$ 44,99 mes. Acesse https://vivodigitalmail.com/celular e confira",VIVO,FALSE,893
superible,COOP:As 14:09h houve falha de comunicacao com SE PVD. Causa: Apos intervencao da Equipe/DEAT foi constatado falha da operadora VIVO.,NA,FALSE,112
zootude,"CRISTIANE, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,111
centigen,"Cristiane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,710
centigen,"Cristiano,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,432
centigen,"Cristina,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,305
centigen,"Daiana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,128
centigen,"Daiane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,300
centigen,"Dalva,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,107
centigen,"Damiao,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,132
zootude,"DANIEL, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,159
centigen,"Daniel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1071
zootude,"DANIEL. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,158
centigen,"Daniela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,595
centigen,"Daniele,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,381
centigen,"Danielle,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,231
centigen,"Danilo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,375
centigen,"Davi,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,200
centigen,"David,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,340
centigen,"Dayane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,161
centigen,"Debora,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,533
centigen,"Denilson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,114
centigen,"Denis,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,120
centigen,"Denise,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,303
zootude,"DENISE. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,110
zootude,"Destaco a importancia do pagamento ate a data para evitar atualizacao de juros em seu valor, e a perda dos beneficios ofertados. A Vivo agradece, boa noite.",NA,FALSE,153
zootude,"Destaco a importancia do pagamento ate a data para evitar atualizacao de juros em seu valor, e a perda dos beneficios ofertados. A Vivo agradece, boa tarde.",NA,FALSE,580
zootude,"Destaco a importancia do pagamento ate a data para evitar atualizacao de juros em seu valor, e a perda dos beneficios ofertados. A Vivo agradece, bom dia.",NA,FALSE,209
zootude,"Dia das maes na Redenorte,nesta qui,sex e sab ofertas especiais!Oi tv livre 479,90.Panela pressao 4,5L 29,90.Smartphone MS40s 279,90.Redenorte da R.Grao Mogol",NA,FALSE,2352
centigen,"Diana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,120
centigen,"Diego,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,736
centigen,"Diogo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,260
centigen,"Domingos,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,136
centigen,"Douglas,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,539
zootude,Duvidas solicite um atendimento digital atraves do site da operadora VIVO: www.vivo.com.br seguindo o caminho Atendimento > Fale Conosco > Escreva para a Vivo.,VIVO,FALSE,406
centigen,"Eder,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,142
centigen,"Edilene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,116
centigen,"Edilson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,259
centigen,"Edivaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,144
centigen,"Edmilson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,191
centigen,"Edna,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,378
centigen,"Ednaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,114
zootude,"EDSON, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,140
centigen,"Edson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,873
zootude,"EDSON. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,114
zootude,"EDUARDO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,129
centigen,"Eduardo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,923
zootude,"EDUARDO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,251
centigen,"Edvaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,203
centigen,"Elaine,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,571
centigen,"Eliana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,337
zootude,"ELIANE, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,118
centigen,"Eliane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,688
centigen,"Elias,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,317
centigen,"Eliene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,128
centigen,"Eliete,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,105
centigen,"Elisabete,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,132
centigen,"Elisangela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,367
centigen,"Elizabete,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,156
centigen,"Elizabeth,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,179
centigen,"Elizangela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,153
centigen,"Elton,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,118
centigen,"Elza,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,131
centigen,"Emerson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,364
centigen,"Erica,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,309
centigen,"Erick,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,135
centigen,"Erika,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,210
quasiyo,Esta difIcil lidar com as taxas de emprestimos? CLARO Q NAO! So RedeCifrao lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE (1/2),NA,FALSE,781
quasiyo,Esta difIcil lidar com as taxas de emprestimos? CLARO Q NAO! So UBLA lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE p/+ info.,NA,FALSE,1128
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a REDE CIFRAO lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMIT,NA,FALSE,1923
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a REDE CIFRAO lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE,NA,FALSE,186
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a RedeCifrao lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE,NA,FALSE,1067
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a RedeCifrao lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE,NA,FALSE,781
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a UBLA lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE,NA,FALSE,1437
quasiyo,Esta dificil lidar com as taxas de emprestimos? CLARO QUE NAO! So a UBLA lhe apresenta a menor taxa e ainda diminui o valor da sua parcela! Resp. LIMITE,NA,FALSE,1127
centigen,"Esta pagando caro pelo seu plano? Ja conhece o OI MAIS CONTROLE?4GB de InternetLigacoes ilimitadas p/ todo o brasil Por R$ 39,90/mesOI Rua Direita3552-2554",OI,FALSE,1000
centigen,"Eunice,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,160
centigen,"Eva,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,158
centigen,"Evandro,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,199
centigen,"Everaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,155
centigen,"Everton,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,256
centigen,"Ezequiel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,104
zootude,"FABIANA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,107
centigen,"Fabiana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,577
centigen,"Fabiane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,115
centigen,"Fabiano,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,302
zootude,"FABIO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,183
centigen,"Fabio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1178
zootude,"FABIO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,157
centigen,"Fabiola,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,117
centigen,"Fabricio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,260
centigen,"Fatima,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,254
zootude,FEIRAO DE NEGOCIACAO NEXTEL: Oferta valida apenas hoje. Retorne agora e saiba as condicoes especiais 0800 721 1073 / (11) 35266025 ou acesse goo.gl/XbMZjW,NA,FALSE,1951
zootude,FEIRAO DE NEGOCIACAO NEXTEL: Oferta valida apenas hoje. Retorne AGORA e saiba as condicoes especiais 0800 721 1073 / (11) 35266025 ou acesse goo.gl/XbMZjW,NA,FALSE,1518
zootude,"FELIPE, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,102
centigen,"Felipe,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,736
zootude,"FERNANDA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,115
centigen,"Fernanda,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,945
zootude,"FERNANDA. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,151
zootude,"FERNANDO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,138
centigen,"Fernando,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,973
zootude,"FERNANDO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,251
centigen,"Filipe,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,117
centigen,"Flavia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,399
zootude,"FLAVIA. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,113
centigen,"Flavio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,501
zootude,"FLAVIO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,118
difize,FORAM IDENTIFICADOS VALORES NAO COBRADOS REFERENTE LIGACOES DE SUA LINHA CLARO DESDE NOVEMBRO/17 ATE MARCO/18. A DIFERENCA SERA COBRADA NA FATURA DE JUNHO/18.,NA,FALSE,178
centigen,"Franciele,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,163
zootude,Francisca volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,142
zootude,"FRANCISCA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,141
centigen,"Francisca,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1148
zootude,Francisco volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,298
zootude,"Francisco, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,163
zootude,"Francisco, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,157
zootude,"Francisco, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,132
zootude,"FRANCISCO, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,186
zootude,"FRANCISCO, a Claro preparou uma oferta para voce. Ligue agora e negocie com ate 20% de desconto.",NA,FALSE,108
zootude,"FRANCISCO, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,203
zootude,"FRANCISCO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,450
centigen,"Francisco,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,2939
zootude,"FRANCISCO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,244
zootude,"GABRIEL, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,107
centigen,"Gabriel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,712
centigen,"Gabriela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,424
centigen,"Geraldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,441
zootude,"GERALDO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,118
centigen,"Gerson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,185
zootude,"GETNET: Fique atento, desde 01/07 as operadoras VIVO e VIVO MG foram unificadas em seu terminal. Atualize seu menu de Recarga e venda muito mais!",NA,FALSE,1429
centigen,"Gilberto,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,425
centigen,"Gilmar,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,295
centigen,"Gilson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,274
centigen,"Gilvan,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,123
centigen,"Gisele,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,291
centigen,"Gislaine,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,139
centigen,"Glaucia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,110
centigen,"Guilherme,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,578
centigen,"Gustavo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,453
zootude,"GUSTAVO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,121
centigen,"Helena,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,222
centigen,"Helio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,215
centigen,"Henrique,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,294
centigen,"Hugo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,156
centigen,"Iara,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,136
centigen,"Igor,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,310
centigen,"Ingrid,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,194
centigen,"Insatisfeito com sua operadora? Mude para a Nextel! 5GB de internet + Ligacoes ilimitadas por R$69,99/mes! Responda SIM para receber um contato AGORA!",NEXTEL,FALSE,90053
mailserr,"INTERNET 15MB, ligacoes ilimitada e conteudo online por R$119,90/mes no combo da Oi. Digite 1 gratuitamente que entramos em contato.",Oi,FALSE,3155
centigen,"Irene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,137
centigen,"Isabel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,258
centigen,"Isabela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,156
centigen,"Isaias,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,110
centigen,"Ismael,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,126
centigen,"Israel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,165
centigen,"Italo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,104
centigen,"Ivan,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,227
centigen,"Ivanildo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,111
centigen,"Ivone,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,166
centigen,"Ivonete,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,113
centigen,"Izabel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,163
centigen,"Jackson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,144
centigen,"Jacqueline,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,115
centigen,"Jailson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,139
